sentence_en,start,end,duration,talks_id
"Ira Magaziner, is here with me and I want to thank him for everything he's done. ",380.858,384.858,4,85
He's over there. ,384.858,386.858,2,85
(Applause) ,386.858,390.858,4,85
"When I got out of office and was asked to work, first in the Caribbean, ",390.858,396.858,6,85
"to try to help deal with the AIDS crisis, ",396.858,399.858,3,85
generic drugs were available for about 500 dollars a person a year. ,399.858,403.858,4,85
"If you bought them in vast bulks, ",403.858,405.858,2,85
you could get them at a little under 400 dollars. ,405.858,408.858,3,85
"The first country we went to work in, the Bahamas, ",408.858,411.858,3,85
"was paying 3,500 dollars for these drugs. ",411.858,413.858,2,85
The market was so terribly disorganized ,413.858,416.858,3,85
that they were buying this medicine through two agents ,416.858,420.858,4,85
who were gigging them sevenfold. ,420.858,422.858,2,85
"So the very first week we were working, ",423.858,426.858,3,85
we got the price down to 500 dollars. ,426.858,428.858,2,85
"And all of a sudden, they could save seven times as many lives ",428.858,430.858,2,85
for the same amount of money. ,430.858,432.858,2,85
"Then we went to work with the manufacturers of AIDS medicines, ",432.858,435.858,3,85
"one of whom was cited in the film, ",435.858,437.858,2,85
"and negotiated a whole different change in business strategy, ",437.858,442.858,5,85
"because even at 500 dollars, these drugs ",442.858,445.858,3,85
"were being sold on a high-margin, low-volume, uncertain-payment basis. ",445.858,450.858,5,85
So we worked on improving the productivity of the operations ,450.858,454.858,4,85
"and the supply chain, and went to a low-margin, high-volume, ",454.858,458.858,4,85
absolutely certain-payment business. ,458.858,460.858,2,85
I joked that the main contribution we made ,460.858,463.858,3,85
to the battle against AIDS was to get the manufacturers ,463.858,464.858,1,85
to change from a jewelry store to a grocery store strategy. ,464.858,469.858,5,85
But the price went to 140 dollars from 500. ,470.858,474.858,4,85
"And pretty soon, the average price was 192 dollars. ",474.858,478.858,4,85
Now we can get it for about 100 dollars. ,478.858,480.858,2,85
"Children's medicine was 600 dollars, ",480.858,482.858,2,85
because nobody could afford to buy any of it. ,482.858,484.858,2,85
We negotiated it down to 190. ,484.858,487.858,3,85
"Then, the French imposed their brilliantly conceived airline tax ",487.858,491.858,4,85
"to create a something called UNITAID, ",491.858,493.858,2,85
got a bunch of other countries to help. ,493.858,495.858,2,85
That children's medicine is now 60 dollars a person a year. ,495.858,498.858,3,85
The only thing that is keeping us from basically saving the lives ,498.858,503.858,5,85
of everybody who needs the medicine to stay alive ,503.858,505.858,2,85
"are the absence of systems necessary to diagnose, treat and care ",505.858,508.858,3,85
for people and deliver this medicine. ,508.858,512.858,4,85
We started a childhood obesity initiative with the Heart Association in America. ,512.858,516.858,4,85
We tried to do the same thing by negotiating industry-right deals ,516.858,519.858,3,85
with the soft drink and the snack food industry to cut the caloric ,519.858,524.858,5,85
and other dangerous content of food going to our children in the schools. ,524.858,528.858,4,85
We just reorganized the markets. ,528.858,531.858,3,85
"And it occurred to me that in this whole non-governmental world, ",531.858,536.858,5,85
somebody needs to be thinking about organizing public goods markets. ,536.858,541.858,5,85
"And that is now what we're trying to do, ",541.858,543.858,2,85
"and working with this large cities group to fight climate change, ",543.858,546.858,3,85
"to negotiate huge, big, volume deals that will enable cities ",546.858,551.858,5,85
"which generate 75 percent of the world's greenhouse gases, ",551.858,554.858,3,85
to drastically and quickly reduce greenhouse gas emissions ,554.858,557.858,3,85
in a way that is good economics. ,557.858,560.858,3,85
"And this whole discussion as if it's some sort of economic burden, ",561.858,565.858,4,85
is a mystery to me. ,565.858,566.858,1,85
I think it's a bird's nest on the ground. ,566.858,568.858,2,85
When Al Gore won his well-deserved Oscar ,568.858,572.858,4,85
"for the ""Inconvenient Truth"" movie, I was thrilled, ",572.858,576.858,4,85
but I had urged him to make a second movie quickly. ,576.858,580.858,4,85
"For those of you who saw ""An Inconvenient Truth,"" ",580.858,584.858,4,85
"the most important slide in the Gore lecture is the last one, ",584.858,589.858,5,85
which shows here's where greenhouse gases are going ,589.858,592.858,3,85
"if we don't do anything, here's where they could go. ",592.858,594.858,2,85
And then there are six different categories ,594.858,596.858,2,85
of things we can do to change the trajectory. ,596.858,598.858,2,85
We need a movie on those six categories. ,598.858,601.858,3,85
And all of you need to have it embedded in your brains ,601.858,604.858,3,85
and to organize yourselves around it. ,604.858,607.858,3,85
So we're trying to do that. ,607.858,609.858,2,85
So organizing these markets is one thing we try to do. ,609.858,612.858,3,85
"Now we have taken on a second thing, and this gets to my wish. ",612.858,616.858,4,85
It has been my experience in working in developing countries ,616.858,620.858,4,85
"that while the headlines may all be -- the pessimistic headlines may say, ",621.858,625.858,4,85
"well, we can't do this, that or the other thing because of corruption -- ",625.858,629.858,4,85
"I think incapacity is a far bigger problem in poor countries than corruption, ",629.858,635.858,6,85
and feeds corruption. ,635.858,638.858,3,85
"We now have the money, given these low prices, to distribute ",639.858,642.858,3,85
AIDS drugs all over the world to people we cannot presently reach. ,642.858,647.858,5,85
"Today these low prices are available in the 25 countries where we work, ",649.858,653.858,4,85
"and in a total of 62 countries, ",653.858,655.858,2,85
"and about 550,000 people are getting the benefits of them. ",655.858,659.858,4,85
But the money is there to reach others. ,659.858,662.858,3,85
The systems are not there to reach the people. ,662.858,665.858,3,85
"So what we have been trying to do, ",665.858,673.858,8,85
working first in Rwanda and then in Malawi and other places -- ,673.858,679.858,6,85
but I want to talk about Rwanda tonight -- ,679.858,681.858,2,85
is to develop a model for rural health care in a very poor area ,681.858,689.858,8,85
"that can be used to deal with AIDS, TB, malaria, other infectious diseases, ",689.858,693.858,4,85
"maternal and child health, and a whole range of health issues ",693.858,696.858,3,85
"poor people are grappling with in the developing world, ",696.858,699.858,3,85
"that can first be scaled for the whole nation of Rwanda, ",699.858,703.858,4,85
and then will be a model that could literally ,703.858,705.858,2,85
be implemented in any other poor country in the world. ,705.858,707.858,2,85
"And the test is: one, will it do the job? ",707.858,709.858,2,85
Will it provide high quality care? ,709.858,712.858,3,85
"And two, will it do it at a price ",712.858,714.858,2,85
that will enable the country to sustain a health care system ,714.858,718.858,4,85
without foreign donors after five to 10 years? ,718.858,722.858,4,85
"Because the longer I deal with these problems, ",722.858,726.858,4,85
the more convinced I am that we have to -- ,726.858,728.858,2,85
"whether it's economics, health, education, whatever -- ",728.858,731.858,3,85
we have to build systems. ,731.858,733.858,2,85
And the absence of systems that function ,733.858,736.858,3,85
break the connection which got you all in this seat tonight. ,736.858,740.858,4,85
"You think about whatever your life has been, ",740.858,742.858,2,85
"however many obstacles you have faced in your life, ",742.858,745.858,3,85
at critical junctures you always knew ,745.858,748.858,3,85
there was a predictable connection between the effort you exerted ,748.858,752.858,4,85
and the result you achieved. ,752.858,754.858,2,85
"In a world with no systems, with chaos, ",754.858,759.858,5,85
"everything becomes a guerilla struggle, ",759.858,762.858,3,85
and this predictability is not there. ,762.858,765.858,3,85
"And it becomes almost impossible to save lives, ",765.858,768.858,3,85
"educate kids, develop economies, whatever. ",768.858,771.858,3,85
"The person, in my view, ",771.858,774.858,3,85
"who has done the best job of this in the health care area, ",774.858,779.858,5,85
"of building a system in a very poor area, is Dr. Paul Farmer, ",779.858,783.858,4,85
"who, many of you know, has worked for now 20 years with his group, ",783.858,788.858,5,85
"Partners in Health, primarily in Haiti where he started, ",788.858,792.858,4,85
"but they've also worked in Russia, in Peru ",792.858,794.858,2,85
and other places around the world. ,794.858,796.858,2,85
"As poor as Haiti is, in the area where Farmer's clinic is active -- ",796.858,801.858,5,85
and they serve a catchment area far greater ,801.858,803.858,2,85
than the medical professionals they have would indicate they could serve -- ,803.858,807.858,4,85
"since 1988, they have not lost one person to tuberculosis, not one. ",807.858,814.858,7,85
And they've achieved a lot of other amazing health results. ,814.858,819.858,5,85
So when we decided to work in Rwanda ,819.858,823.858,4,85
"on trying to dramatically increase the income of the country and fight the AIDS problem, ",823.858,828.858,5,85
"we wanted to build a healthcare network, ",828.858,830.858,2,85
"because it had been totally destroyed during the genocide in 1994, ",830.858,834.858,4,85
and the per capita income was still under a dollar a day. ,834.858,837.858,3,85
"So I rang up, asked Paul Farmer if he would help. ",838.858,842.858,4,85
Because it seemed to me if we could prove there was a model in Haiti ,843.858,846.858,3,85
"and a model in Rwanda that we could then take all over the country, ",846.858,850.858,4,85
